DATE,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
28 May 2013,0.0145,0.0759,2.4582,0.3205,5.4581,82.7117,3.0854,3.4129,0.4351
29 May 2013,0.0146,0.0764,2.4685,0.3232,5.4455,83.2426,3.1052,3.4069,0.438
30 May 2013,0.0146,0.0766,2.4871,0.3274,5.4684,83.5148,3.116,3.4119,0.4393
31 May 2013,0.0147,0.077,2.4936,0.3292,5.4662,83.9913,3.1328,3.4192,0.4417
3 Jun 2013,0.0147,0.0771,2.4618,0.3296,5.4717,84.0866,3.1349,3.4204,0.4422
4 Jun 2013,0.0147,0.0773,2.4895,0.3302,5.4746,84.2499,3.14,3.4225,0.443
5 Jun 2013,0.0147,0.0771,2.4835,0.3293,5.478,84.0049,3.1309,3.425,0.4417
6 Jun 2013,0.0147,0.0771,2.4487,0.3297,5.4232,84.1002,3.1345,3.3935,0.4421
7 Jun 2013,0.0147,0.0771,2.4561,0.3279,5.4337,84.0072,3.1319,3.3938,0.4415
10 Jun 2013,0.0148,0.0779,2.445,0.3323,5.4237,84.9465,3.1666,3.3892,0.4469
11 Jun 2013,0.015,0.0786,2.4839,0.3348,5.4025,85.6941,3.1938,3.3771,0.4502
12 Jun 2013,0.015,0.0786,2.4864,0.3347,5.3952,85.668,3.1928,3.3697,0.4501
13 Jun 2013,0.015,0.0786,2.4927,0.3349,5.4112,85.7225,3.196,3.3799,0.4503
14 Jun 2013,0.0149,0.078,2.5154,0.3323,5.411,85.0418,3.1695,3.386,0.4466
17 Jun 2013,0.0149,0.0783,2.5325,0.3333,5.4222,85.3141,3.1796,3.3866,0.4481
18 Jun 2013,0.015,0.0788,2.5183,0.3355,5.3993,85.8722,3.1972,3.3737,0.4508
19 Jun 2013,0.015,0.0768,2.5248,0.3364,5.3908,86.1036,3.2058,3.3724,0.4521
20 Jun 2013,0.0152,0.0777,2.5134,0.3373,5.3448,87.1518,3.2481,3.3386,0.4574
21 Jun 2013,0.0153,0.0779,2.4976,0.3375,5.3747,87.3821,3.2452,3.3637,0.4583
24 Jun 2013,0.0153,0.0781,2.4923,0.335,5.393,87.5715,3.2538,3.3682,0.4593
25 Jun 2013,0.0153,0.078,2.4789,0.3346,5.3816,87.4501,3.2477,3.362,0.4583
26 Jun 2013,0.0152,0.0775,2.467,0.3336,5.3373,86.9204,3.2265,3.3319,0.4555
27 Jun 2013,0.0152,0.0774,2.4932,0.3325,5.2755,86.8115,3.2223,3.2937,0.4545
28 Jun 2013,0.015,0.0772,2.4821,0.3297,5.313,86.5369,3.2122,3.3245,0.4528
1 Jul 2013,0.0149,0.079,2.459,0.3262,5.3342,86.1569,3.1788,3.3343,0.4508
2 Jul 2013,0.015,0.0791,2.4748,0.3267,5.3517,86.2759,3.1833,3.3465,0.4515
3 Jul 2013,0.015,0.0796,2.4614,0.3264,5.3029,86.6322,3.19,3.3112,0.4533
4 Jul 2013,0.015,0.0797,2.4791,0.3274,5.3078,86.7275,3.1871,3.3211,0.4532
5 Jul 2013,0.015,0.0797,2.4883,0.3274,5.2867,86.7411,3.1852,3.304,0.4533
8 Jul 2013,0.0151,0.0803,2.4812,0.3301,5.2523,87.433,3.211,3.2824,0.4569
9 Jul 2013,0.015,0.0798,2.4894,0.3279,5.3091,86.8636,3.1886,3.3125,0.4545
10 Jul 2013,0.015,0.0784,2.4987,0.3275,5.3002,86.7547,3.1849,3.3094,0.4539
11 Jul 2013,0.0149,0.0777,2.5057,0.3243,5.3113,85.9243,3.1529,3.3138,0.4503
12 Jul 2013,0.0149,0.0779,2.489,0.3223,5.2935,86.1694,3.1626,3.3111,0.4523
15 Jul 2013,0.015,0.0789,2.4861,0.3257,5.3172,86.7115,3.1779,3.3216,0.4548
16 Jul 2013,0.015,0.0795,2.4883,0.3253,5.3632,86.6298,3.1736,3.3425,0.4544
17 Jul 2013,0.015,0.0785,2.5138,0.3256,5.3925,86.8624,3.1794,3.3671,0.4556
18 Jul 2013,0.0151,0.0788,2.5155,0.3253,5.3555,87.0542,3.1737,3.3462,0.4566
19 Jul 2013,0.0151,0.0788,2.5301,0.3255,5.3485,87.1222,3.1738,3.3411,0.457
22 Jul 2013,0.015,0.0783,2.5227,0.3235,5.3513,86.5777,3.1599,3.3415,0.4541
23 Jul 2013,0.0149,0.0781,2.5347,0.3225,5.3177,86.3031,3.1511,3.3195,0.4527
24 Jul 2013,0.015,0.0783,2.5342,0.3261,5.3356,86.5618,3.1574,3.3347,0.4541
25 Jul 2013,0.0151,0.0788,2.5524,0.3277,5.389,87.0814,3.1742,3.3662,0.4568
26 Jul 2013,0.0151,0.079,2.5937,0.3285,5.4575,87.2856,3.1725,3.413,0.4579
29 Jul 2013,0.0152,0.0794,2.603,0.3309,5.4379,87.67,3.177,3.3991,0.4599
30 Jul 2013,0.0152,0.079,2.5786,0.3321,5.411,87.8982,3.1699,3.3785,0.4611
31 Jul 2013,0.0154,0.079,2.5909,0.3343,5.3195,88.4563,3.192,3.3195,0.4641
1 Aug 2013,0.0153,0.0793,2.5775,0.3338,5.3437,88.1432,3.181,3.3408,0.4625
2 Aug 2013,0.0154,0.079,2.5697,0.3363,5.3584,88.538,3.1928,3.3482,0.4652
5 Aug 2013,0.0154,0.0789,2.519,0.3357,5.3304,88.3882,3.1822,3.335,0.4641
6 Aug 2013,0.0153,0.0784,2.5317,0.3325,5.2874,87.9799,3.1649,3.3029,0.462
7 Aug 2013,0.0154,0.079,2.5698,0.3359,5.3143,88.6036,3.1824,3.3153,0.4653
12 Aug 2013,0.0154,0.0794,2.6054,0.3345,5.3499,88.2521,3.1717,3.3374,0.4641
13 Aug 2013,0.0154,0.0791,2.6039,0.3361,5.2908,88.6605,3.1761,3.3028,0.4659
14 Aug 2013,0.0155,0.0795,2.6098,0.3371,5.3262,89.028,3.1902,3.3324,0.4679
15 Aug 2013,0.0155,0.0797,2.6412,0.3379,5.3458,89.2322,3.1938,3.3343,0.469
16 Aug 2013,0.0155,0.0797,2.647,0.3376,5.3288,89.2458,3.1914,3.3304,0.469
19 Aug 2013,0.0156,0.0799,2.6675,0.3386,5.2712,89.4228,3.1935,3.2869,0.47
20 Aug 2013,0.0156,0.0803,2.6366,0.3411,5.1527,89.8176,3.1998,3.2158,0.4721
21 Aug 2013,0.0156,0.0801,2.6138,0.3413,5.1968,89.6802,3.195,3.2618,0.4714
22 Aug 2013,0.0157,0.0807,2.6008,0.3431,5.1137,90.3349,3.2089,3.1843,0.4749
23 Aug 2013,0.0156,0.0805,2.5899,0.3419,5.124,90.0082,3.1919,3.1943,0.4732
26 Aug 2013,0.0156,0.0803,2.5847,0.3409,5.1585,89.9401,3.1887,3.2243,0.4731
27 Aug 2013,0.0157,0.081,2.6066,0.3448,5.0972,90.6727,3.2101,3.1808,0.4767
28 Aug 2013,0.0158,0.0811,2.5951,0.3452,4.9562,90.7977,3.2145,3.1724,0.478
29 Aug 2013,0.0157,0.0807,2.5986,0.3438,4.9239,90.3213,3.1914,3.1414,0.4749
30 Aug 2013,0.0156,0.0802,2.5673,0.3423,4.9027,89.83,3.1604,3.0617,0.4723
2 Sep 2013,0.0155,0.0804,2.556,0.3403,4.9875,89.3956,3.1421,3.1207,0.4707
3 Sep 2013,0.0154,0.0793,2.5489,0.338,4.8975,88.7942,3.1106,3.0611,0.4669
4 Sep 2013,0.0156,0.0803,2.5776,0.3426,4.8378,89.9117,3.1497,3.0081,0.4728
5 Sep 2013,0.0155,0.0798,2.5915,0.3392,4.9962,89.2991,3.1313,3.1284,0.475
6 Sep 2013,0.0157,0.0808,2.6296,0.3442,5.0284,90.4289,3.1704,3.1398,0.481
9 Sep 2013,0.0157,0.0809,2.6483,0.3429,5.0816,90.2644,3.1667,3.1905,0.4801
10 Sep 2013,0.0155,0.0799,2.6333,0.3387,5.0859,89.0813,3.1281,3.187,0.4745
11 Sep 2013,0.0155,0.0801,2.6396,0.3393,5.1258,89.3275,3.1307,3.2032,0.4758
12 Sep 2013,0.0155,0.0796,2.6547,0.3377,5.1694,88.9031,3.1174,3.2439,0.4736
13 Sep 2013,0.0156,0.0816,2.6702,0.3403,5.137,89.5837,3.1413,3.2044,0.4773
17 Sep 2013,0.0154,0.0795,2.6639,0.3364,5.1367,88.7558,3.1048,3.21,0.4729
18 Sep 2013,0.0153,0.0789,2.6592,0.3333,5.1154,88.1036,3.0819,3.2006,0.4694
19 Sep 2013,0.015,0.0785,2.6549,0.3254,5.1219,86.1013,2.9894,3.1804,0.4588
20 Sep 2013,0.015,0.0771,2.6466,0.325,5.0841,86.0208,2.9886,3.1751,0.4584
23 Sep 2013,0.015,0.0774,2.6547,0.3274,5.0833,86.3735,3.0057,3.178,0.4603
24 Sep 2013,0.0152,0.079,2.6672,0.3312,5.1043,87.2856,3.0288,3.185,0.4651
25 Sep 2013,0.0153,0.0789,2.6616,0.3337,5.1536,88.1296,3.0509,3.2175,0.4696
26 Sep 2013,0.0152,0.0788,2.6565,0.332,5.1716,87.5987,3.0225,3.2371,0.4668
27 Sep 2013,0.0153,0.0786,2.671,0.3323,5.2065,87.7621,3.0613,3.2575,0.4677
30 Sep 2013,0.0154,0.0797,2.6997,0.3362,5.1826,88.6889,3.0833,3.2398,0.4727
1 Oct 2013,0.0154,0.0793,2.6932,0.3345,5.1827,88.2533,3.0624,3.2384,0.4704
2 Oct 2013,0.0153,0.079,2.6584,0.3336,5.1753,88.0071,3.0539,3.2345,0.4691
3 Oct 2013,0.0151,0.0783,2.656,0.3299,5.1565,87.027,3.0184,3.2237,0.4638
4 Oct 2013,0.0152,0.0784,2.655,0.33,5.1787,87.1619,3.0237,3.2395,0.4646
7 Oct 2013,0.0151,0.0787,2.6437,0.3295,5.1756,86.8488,3.0053,3.2324,0.4629
8 Oct 2013,0.0151,0.0781,2.6536,0.3318,5.1793,87.0814,3.0121,3.2335,0.4642
9 Oct 2013,0.0152,0.0785,2.6621,0.3331,5.1595,87.4217,3.0308,3.2211,0.466
10 Oct 2013,0.0152,0.0783,2.646,0.3324,5.1495,87.2311,3.0219,3.2166,0.465
11 Oct 2013,0.0151,0.0777,2.6417,0.3296,5.1943,86.5913,2.9978,3.2445,0.4616
14 Oct 2013,0.0151,0.0778,2.6498,0.3291,5.1914,86.5641,2.9967,3.2445,0.4615
16 Oct 2013,0.015,0.0774,2.6603,0.3271,5.1324,86.3055,2.9863,3.2037,0.4601
17 Oct 2013,0.015,0.0772,2.6676,0.3266,5.1326,86.1693,2.9816,3.1938,0.4594
18 Oct 2013,0.0149,0.077,2.667,0.3253,5.1537,85.829,2.9713,3.2261,0.4575
21 Oct 2013,0.015,0.0775,2.6912,0.3274,5.1532,86.2919,2.9873,3.2198,0.46
22 Oct 2013,0.0151,0.0778,2.6885,0.3285,5.1509,86.6718,2.9927,3.2187,0.462
23 Oct 2013,0.015,0.0779,2.6692,0.3259,5.1544,85.8835,2.9657,3.2202,0.4578
24 Oct 2013,0.015,0.0773,2.6572,0.3257,5.1213,85.9243,2.9634,3.1977,0.4581
25 Oct 2013,0.0149,0.0772,2.6209,0.3257,5.1236,85.7473,2.9567,3.2041,0.4571
28 Oct 2013,0.0149,0.0772,2.6083,0.3242,5.1062,85.4479,2.9497,3.1909,0.4555
29 Oct 2013,0.0149,0.0785,2.5983,0.3247,5.0981,85.584,2.9572,3.1855,0.4563
30 Oct 2013,0.015,0.0776,2.5948,0.3257,5.13,85.9379,2.9694,3.2065,0.4582
31 Oct 2013,0.015,0.0778,2.6059,0.3262,5.145,85.9815,2.9556,3.2121,0.4585
1 Nov 2013,0.015,0.0782,2.6178,0.3279,5.1242,86.2374,2.9651,3.2031,0.4598
4 Nov 2013,0.0151,0.0788,2.624,0.3287,5.1474,86.5369,2.9733,3.2175,0.4614
6 Nov 2013,0.0151,0.0793,2.6674,0.3289,5.1431,86.605,2.9632,3.2152,0.4617
7 Nov 2013,0.0151,0.0792,2.6571,0.3288,5.0852,86.5641,2.9618,3.1755,0.4615
8 Nov 2013,0.0151,0.0812,2.6563,0.3294,5.088,86.8091,2.9716,3.1775,0.4629
11 Nov 2013,0.0151,0.0794,2.6472,0.3305,5.0602,87.0133,2.9758,3.1619,0.464
12 Nov 2013,0.0152,0.0796,2.6381,0.3313,5.05,87.2232,2.9844,3.1531,0.4651
13 Nov 2013,0.0152,0.08,2.642,0.3311,5.0325,87.3525,2.9847,3.1485,0.4658
14 Nov 2013,0.0151,0.0796,2.6488,0.3298,5.0707,86.9997,2.9726,3.1716,0.4639
15 Nov 2013,0.0152,0.0796,2.6533,0.3301,5.0685,87.095,2.9758,3.1677,0.4644
18 Nov 2013,0.0151,0.0803,2.669,0.3298,5.0871,87.0133,2.9727,3.1811,0.464
19 Nov 2013,0.0151,0.0802,2.6499,0.3293,5.1222,86.7819,2.9644,3.1997,0.4628
20 Nov 2013,0.0151,0.0791,2.6528,0.3285,5.0921,86.5641,2.9555,3.1818,0.4616
21 Nov 2013,0.0152,0.0797,2.6451,0.3306,5.097,87.2311,2.9763,3.1894,0.4652
22 Nov 2013,0.0152,0.0799,2.6407,0.3308,5.1011,87.5442,2.9884,3.1879,0.4668
25 Nov 2013,0.0153,0.0802,2.6522,0.3308,5.1575,87.8165,2.9977,3.2246,0.4683
26 Nov 2013,0.0153,0.0801,2.6539,0.33,5.152,87.6804,2.9833,3.219,0.4676
27 Nov 2013,0.0153,0.0802,2.6422,0.3303,5.1729,87.7757,2.9824,3.2351,0.4681
28 Nov 2013,0.0153,0.0803,2.6421,0.3314,5.1939,88.0591,2.9894,3.2467,0.4696
29 Nov 2013,0.0153,0.0801,2.6141,0.3292,5.1823,87.8437,2.982,3.2399,0.4687
2 Dec 2013,0.0153,0.0802,2.6419,0.3292,5.1725,87.7496,2.9719,3.2354,0.468
3 Dec 2013,0.0152,0.0801,2.631,0.3283,5.1546,87.5851,2.9653,3.22,0.4671
4 Dec 2013,0.0152,0.0802,2.6354,0.3294,5.1486,87.6123,2.9686,3.2177,0.4672
5 Dec 2013,0.0153,0.0813,2.6491,0.3299,5.224,87.8437,2.9729,3.2662,0.4685
6 Dec 2013,0.0153,0.0802,2.6411,0.3287,5.2259,87.7076,2.9691,3.2637,0.4678
9 Dec 2013,0.0152,0.0811,2.6689,0.3287,5.2667,87.6259,2.9709,3.2907,0.4673
10 Dec 2013,0.0151,0.0812,2.6524,0.3267,5.2298,87.0814,2.9575,3.2685,0.4644
11 Dec 2013,0.0152,0.08,2.657,0.3284,5.2273,87.3537,2.9765,3.2671,0.4659
12 Dec 2013,0.0153,0.0805,2.6692,0.3301,5.2364,87.8846,3.0144,3.2713,0.4687
13 Dec 2013,0.0153,0.0807,2.6617,0.3303,5.208,88.0343,3.0135,3.2554,0.4695
16 Dec 2013,0.0153,0.0807,2.6791,0.3304,5.2056,88.0615,3.0187,3.2561,0.4697
17 Dec 2013,0.0154,0.0808,2.6843,0.3317,5.2338,88.2249,3.0285,3.2707,0.4705
18 Dec 2013,0.0154,0.0812,2.6882,0.3327,5.2634,88.6741,3.0491,3.2873,0.4729
19 Dec 2013,0.0155,0.0817,2.6826,0.3348,5.2579,89.2458,3.0763,3.2843,0.4753
20 Dec 2013,0.0156,0.0817,2.6949,0.3353,5.2714,89.3684,3.0869,3.2948,0.4752
23 Dec 2013,0.0156,0.0819,2.7,0.3362,5.3193,89.7019,3.1024,3.3254,0.4777
24 Dec 2013,0.0156,0.0818,2.6906,0.3354,5.3189,89.575,3.1082,3.3227,0.4763
26 Dec 2013,0.0156,0.0818,2.691,0.3353,5.3243,89.7359,3.1334,3.3277,0.4761
27 Dec 2013,0.0156,0.0818,2.6873,0.335,5.3046,89.6678,3.1218,3.3138,0.4747
30 Dec 2013,0.0156,0.0824,2.6803,0.3344,5.3142,89.6815,3.1223,3.324,0.4748
31 Dec 2013,0.0155,0.0822,2.6969,0.3338,5.3051,89.3411,3.106,3.3171,0.4729
2 Jan 2014,0.0155,0.0814,2.6981,0.3331,5.3007,89.2458,3.1042,3.3142,0.4718
3 Jan 2014,0.0156,0.0818,2.7069,0.335,5.2802,89.661,3.1216,3.297,0.4733
6 Jan 2014,0.0156,0.0816,2.7151,0.3355,5.2701,89.5181,3.1285,3.2914,0.4726
7 Jan 2014,0.0156,0.0816,2.7161,0.335,5.2702,89.4773,3.1137,3.2948,0.4724
8 Jan 2014,0.0156,0.0816,2.7219,0.3361,5.2777,89.3956,3.1107,3.3018,0.4719
9 Jan 2014,0.0155,0.0815,2.7075,0.3349,5.2692,89.2607,3.1082,3.2924,0.4713
10 Jan 2014,0.0155,0.0813,2.6959,0.3331,5.2774,88.9736,3.097,3.2988,0.4694
13 Jan 2014,0.0155,0.0812,2.7164,0.3318,5.2893,88.715,3.0916,3.3042,0.4684
15 Jan 2014,0.0156,0.0822,2.7384,0.335,5.3265,89.382,3.1178,3.3311,0.4715
16 Jan 2014,0.0156,0.0821,2.7442,0.3358,5.3463,89.6951,3.1257,3.3417,0.4732
20 Jan 2014,0.0157,0.0825,2.732,0.3374,5.376,90.2124,3.1467,3.3627,0.4759
21 Jan 2014,0.0157,0.0826,2.7608,0.3377,5.3914,90.294,3.1421,3.3719,0.4764
22 Jan 2014,0.0158,0.0828,2.7668,0.3387,5.3684,90.5675,3.1531,3.3524,0.4778
23 Jan 2014,0.0158,0.083,2.7569,0.34,5.3759,90.716,3.1613,3.3579,0.4787
24 Jan 2014,0.0158,0.083,2.7608,0.3393,5.3659,90.7297,3.1618,3.3493,0.4787
27 Jan 2014,0.0159,0.0833,2.753,0.3413,5.3248,91.0539,3.1716,3.3303,0.4804
28 Jan 2014,0.0159,0.0832,2.7637,0.3408,5.2978,90.9338,3.1614,3.3136,0.4798
29 Jan 2014,0.0158,0.0833,2.751,0.3385,5.3392,90.4141,3.1524,3.3378,0.477
30 Jan 2014,0.0159,0.0839,2.7374,0.3414,5.3297,91.0984,3.1761,3.3334,0.4806
4 Feb 2014,0.0158,0.0832,2.7024,0.3406,5.323,90.8658,3.1635,3.3273,0.4795
5 Feb 2014,0.0158,0.0829,2.7277,0.339,5.3246,90.5366,3.1536,3.3269,0.4777
6 Feb 2014,0.0157,0.0829,2.7368,0.3382,5.3229,90.4302,3.1528,3.3239,0.4771
7 Feb 2014,0.0157,0.083,2.7339,0.3387,5.3307,90.4574,3.1538,3.3309,0.4773
10 Feb 2014,0.0158,0.0833,2.7566,0.3394,5.3597,90.6591,3.1594,3.3522,0.4783
11 Feb 2014,0.0158,0.0836,2.7739,0.3402,5.3518,90.9679,3.1686,3.3448,0.48
12 Feb 2014,0.0157,0.0832,2.7749,0.3388,5.3528,90.4995,3.1543,3.3438,0.4775
13 Feb 2014,0.0158,0.0831,2.7633,0.3389,5.3522,90.5106,3.1587,3.3447,0.4776
14 Feb 2014,0.0157,0.0835,2.7678,0.3383,5.3258,90.3485,3.157,3.3282,0.4767
17 Feb 2014,0.0156,0.0824,2.7595,0.3366,5.3089,89.7223,3.1431,3.3182,0.4734
18 Feb 2014,0.0156,0.0825,2.7533,0.3362,5.3138,89.7891,3.1429,3.3203,0.4738
19 Feb 2014,0.0157,0.0825,2.7411,0.3366,5.3109,89.9062,3.148,3.318,0.4744
20 Feb 2014,0.0157,0.0825,2.7282,0.3371,5.292,89.9401,3.1468,3.3066,0.4746
21 Feb 2014,0.0156,0.0825,2.7422,0.3372,5.3169,89.8857,3.1464,3.3235,0.4743
24 Feb 2014,0.0156,0.0825,2.7307,0.3366,5.3111,89.8176,3.1425,3.3173,0.4739
25 Feb 2014,0.0155,0.0819,2.7301,0.3343,5.2826,89.1914,3.12,3.3012,0.4706
26 Feb 2014,0.0155,0.082,2.7318,0.3349,5.29,89.2607,3.1224,3.3037,0.471
27 Feb 2014,0.0155,0.0819,2.7291,0.3352,5.2884,89.2471,3.1219,3.3052,0.4709
28 Feb 2014,0.0155,0.0819,2.7518,0.3352,5.2788,89.2595,3.1239,3.3027,0.471
3 Mar 2014,0.0155,0.082,2.7399,0.3357,5.2976,89.2867,3.1263,3.3144,0.4706
4 Mar 2014,0.0156,0.0821,2.7476,0.3368,5.2857,89.408,3.1306,3.3029,0.4718
5 Mar 2014,0.0155,0.0818,2.7472,0.3365,5.2913,89.1369,3.1226,3.3102,0.4704
6 Mar 2014,0.0155,0.0815,2.7506,0.3359,5.3137,88.8919,3.1289,3.3236,0.4691
7 Mar 2014,0.0154,0.0813,2.7624,0.3351,5.3415,88.6741,3.1469,3.3392,0.4679
10 Mar 2014,0.0156,0.0819,2.7787,0.3385,5.3586,89.3956,3.1941,3.3516,0.4717
11 Mar 2014,0.0155,0.0818,2.7802,0.3379,5.407,89.2459,3.2488,3.3798,0.471
12 Mar 2014,0.0156,0.082,2.7827,0.3394,5.3751,89.4513,3.3004,3.358,0.472
13 Mar 2014,0.0155,0.0817,2.8077,0.3395,5.3789,89.2867,3.3505,3.3647,0.4712
14 Mar 2014,0.0156,0.0817,2.8051,0.3409,5.3391,89.3684,3.32,3.3537,0.4716
17 Mar 2014,0.0155,0.0818,2.7992,0.3413,5.3582,89.2879,3.2993,3.3496,0.4712
18 Mar 2014,0.0155,0.0813,2.7975,0.3403,5.3607,88.9341,3.2936,3.3507,0.4693
19 Mar 2014,0.0155,0.0817,2.8235,0.3426,5.3635,89.2731,3.3128,3.3525,0.4711
20 Mar 2014,0.0156,0.0821,2.809,0.3442,5.3802,89.6815,3.3551,3.3626,0.4733
21 Mar 2014,0.0157,0.0825,2.8251,0.3448,5.4193,90.1171,3.3741,3.3901,0.4756
24 Mar 2014,0.0157,0.0823,2.8207,0.3441,5.4393,89.9415,3.3682,3.4023,0.4746
25 Mar 2014,0.0156,0.0822,2.8224,0.3433,5.4488,89.8312,3.3737,3.4083,0.4741
26 Mar 2014,0.0157,0.0823,2.8368,0.3444,5.4801,89.9265,3.3739,3.4296,0.4746
27 Mar 2014,0.0156,0.082,2.8417,0.3428,5.4677,89.6815,3.3623,3.4164,0.4731
28 Mar 2014,0.0155,0.0816,2.846,0.3409,5.4572,89.205,3.3461,3.4127,0.4703
31 Mar 2014,0.0155,0.0812,2.83,0.3401,5.4575,88.9872,3.3328,3.4098,0.4691
1 Apr 2014,0.0154,0.0812,2.8283,0.3396,5.4328,88.7694,3.3169,3.4014,0.468
2 Apr 2014,0.0155,0.0814,2.8115,0.3404,5.4815,88.9624,3.3274,3.426,0.469
3 Apr 2014,0.0155,0.0817,2.8029,0.3417,5.4744,89.2991,3.3418,3.426,0.4704
4 Apr 2014,0.0156,0.0818,2.8128,0.3422,5.446,89.4352,3.3476,3.4074,0.4711
7 Apr 2014,0.0155,0.0817,2.8115,0.3413,5.4605,89.0281,3.3316,3.4192,0.4688
8 Apr 2014,0.0155,0.0813,2.8171,0.34,5.4304,88.8771,3.326,3.3939,0.468
9 Apr 2014,0.0153,0.0804,2.8115,0.3372,5.3882,87.9514,3.2931,3.3747,0.4632
10 Apr 2014,0.0153,0.0804,2.8168,0.3367,5.3683,88.0059,3.3025,3.3526,0.4634
11 Apr 2014,0.0154,0.0805,2.7989,0.3378,5.3754,88.1977,3.3311,3.3599,0.4644
14 Apr 2014,0.0154,0.0831,2.8216,0.3401,5.398,88.4427,3.3691,3.3738,0.4657
15 Apr 2014,0.0154,0.0812,2.8176,0.3408,5.3967,88.606,3.3908,3.3765,0.4663
16 Apr 2014,0.0154,0.0807,2.7885,0.3397,5.3816,88.3202,3.3799,3.3649,0.4647
17 Apr 2014,0.0154,0.0807,2.795,0.3393,5.374,88.2113,3.3582,3.36,0.4639
18 Apr 2014,0.0154,0.0807,2.7796,0.3393,5.3758,88.2113,3.3513,3.3587,0.4635
21 Apr 2014,0.0154,0.0808,2.7832,0.3401,5.3831,88.4291,3.3313,3.3649,0.4647
22 Apr 2014,0.0155,0.0811,2.8014,0.3406,5.3716,88.8511,3.3458,3.3566,0.4669
23 Apr 2014,0.0155,0.0812,2.8102,0.3409,5.3551,88.9996,3.3323,3.3461,0.4677
24 Apr 2014,0.0155,0.081,2.8153,0.3403,5.3491,88.8523,3.3352,3.3397,0.4665
25 Apr 2014,0.0155,0.0812,2.8023,0.341,5.3496,89.0404,3.3379,3.3431,0.4675
28 Apr 2014,0.0155,0.0812,2.8068,0.3408,5.3887,89.0677,3.3349,3.3665,0.4677
29 Apr 2014,0.0155,0.081,2.7842,0.3399,5.3832,88.8363,3.3262,3.3667,0.4661
30 Apr 2014,0.0155,0.081,2.7982,0.3407,5.4131,88.9465,3.3192,3.3822,0.4667
2 May 2014,0.0155,0.081,2.8185,0.3409,5.432,89.002,3.3137,3.3958,0.4665
5 May 2014,0.0154,0.0818,2.8198,0.3394,5.4268,88.6989,3.2959,3.3931,0.4649
6 May 2014,0.0154,0.0807,2.8343,0.3401,5.4158,88.718,3.2956,3.3844,0.4645
7 May 2014,0.0154,0.0805,2.8252,0.3391,5.4064,88.4551,3.2951,3.3785,0.4632
8 May 2014,0.0154,0.0805,2.8121,0.3392,5.4122,88.4687,3.3057,3.3825,0.4622
9 May 2014,0.0153,0.0798,2.79,0.3364,5.373,87.8425,3.273,3.3586,0.458
12 May 2014,0.0153,0.08,2.7891,0.3375,5.3986,88.0331,3.2811,3.3743,0.459
14 May 2014,0.0153,0.0797,2.7914,0.3358,5.4208,87.7609,3.266,3.3755,0.4569
15 May 2014,0.0153,0.0808,2.7969,0.336,5.4155,87.8289,3.2685,3.3827,0.454
16 May 2014,0.0153,0.0798,2.7954,0.3373,5.4915,87.9799,3.2774,3.4397,0.4543
19 May 2014,0.0152,0.0801,2.7817,0.3347,5.4963,87.5851,3.266,3.4385,0.4523
20 May 2014,0.0152,0.0793,2.7689,0.3347,5.4891,87.467,3.2584,3.4311,0.4514
21 May 2014,0.0152,0.0808,2.7572,0.3345,5.4737,87.6916,3.2585,3.4202,0.4526
22 May 2014,0.0152,0.0804,2.7509,0.3337,5.4756,87.2968,3.2454,3.4233,0.45
23 May 2014,0.0152,0.0804,2.7493,0.3336,5.493,87.3673,3.2463,3.4362,0.4499
26 May 2014,0.0152,0.079,2.738,0.333,5.4853,87.3105,3.2427,3.4315,0.4496
27 May 2014,0.0152,0.0792,2.7507,0.3336,5.4472,87.4614,3.2489,3.4025,0.4496
28 May 2014,0.0152,0.0794,2.7527,0.3349,5.4458,87.7132,3.2658,3.4011,0.4509
29 May 2014,0.0152,0.0793,2.7341,0.3345,5.4713,87.7064,3.2623,3.4203,0.4505
30 May 2014,0.0152,0.0791,2.7336,0.3338,5.4524,87.5318,3.2564,3.4087,0.4496
2 Jun 2014,0.0152,0.08,2.7334,0.3347,5.4483,87.7632,3.2676,3.4069,0.4508
3 Jun 2014,0.0152,0.0792,2.7304,0.3352,5.4545,87.8846,3.2738,3.406,0.4521
4 Jun 2014,0.0152,0.0794,2.7221,0.3347,5.4459,88.0355,3.2794,3.4059,0.4522
5 Jun 2014,0.0153,0.0793,2.7277,0.335,5.4522,88.0219,3.2839,3.4108,0.4522
6 Jun 2014,0.0152,0.079,2.7364,0.3339,5.4428,87.72,3.2694,3.3953,0.4506
9 Jun 2014,0.0151,0.0799,2.7222,0.3307,5.4163,87.0542,3.2436,3.3887,0.4472
10 Jun 2014,0.0151,0.0787,2.7228,0.3321,5.3988,87.1779,3.2458,3.3743,0.4478
11 Jun 2014,0.0151,0.0788,2.739,0.3316,5.3986,87.2187,3.249,3.3733,0.448
12 Jun 2014,0.0151,0.0795,2.778,0.333,5.4176,87.5022,3.2613,3.384,0.4495
13 Jun 2014,0.0151,0.079,2.7816,0.3326,5.41,87.3933,3.2605,3.3807,0.4489
16 Jun 2014,0.0152,0.0795,2.7989,0.3333,5.373,87.7496,3.2787,3.3581,0.4508
17 Jun 2014,0.0152,0.0795,2.796,0.3329,5.342,87.9106,3.2749,3.3358,0.4516
