DATE,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
1 Jun 2010,0.0173,0.0779,2.2183,0,0,0,0,0,0
2 Jun 2010,0.0174,0.0786,2.2339,0,0,0,0,0,0
3 Jun 2010,0.0172,0.0774,2.2375,0,0,0,0,0,0
4 Jun 2010,0.0172,0.0776,2.2347,0,0,0,0,0,0
7 Jun 2010,0.0176,0.079,2.2091,0,0,0,0,0,0
8 Jun 2010,0.0175,0.0786,2.2061,0,0,0,0,0,0
9 Jun 2010,0.0175,0.0789,2.2035,0,0,0,0,0,0
10 Jun 2010,0.0175,0.0783,2.2489,0,0,0,0,0,0
11 Jun 2010,0.0173,0.0777,2.2381,0,0,0,0,0,0
14 Jun 2010,0.0172,0.0774,2.2616,0,0,0,0,0,0
15 Jun 2010,0.0172,0.0771,2.2611,0,0,0,0,0,0
16 Jun 2010,0.0172,0.0772,2.2693,0,0,0,0,0,0
17 Jun 2010,0.0172,0.0775,2.279,0,0,0,0,0,0
18 Jun 2010,0.0172,0.077,2.2975,0,0,0,0,0,0
21 Jun 2010,0.0168,0.0757,2.2708,49.6745,6.9999,87.0293,3.7364,4.3838,0.5627
22 Jun 2010,0.0169,0.0758,2.2662,49.7134,6.9644,87.0998,3.7459,4.352,0.5637
23 Jun 2010,0.017,0.0765,2.2745,50.1874,6.991,87.9302,3.7772,4.3703,0.5688
24 Jun 2010,0.0169,0.0762,2.2923,50.0009,6.9635,87.5999,3.7676,4.3476,0.5666
25 Jun 2010,0.0171,0.0768,2.286,50.3972,6.9779,88.2954,3.7997,4.3661,0.5706
28 Jun 2010,0.017,0.0762,2.297,50.1562,6.9958,87.8733,3.7793,4.3717,0.568
29 Jun 2010,0.0169,0.0765,2.2734,50.2185,6.9562,87.9823,3.7818,4.3471,0.5681
30 Jun 2010,0.0171,0.0771,2.2565,50.6225,6.9836,88.6901,3.81,4.3663,0.572
1 Jul 2010,0.0171,0.0771,2.2167,50.5914,6.9614,88.6381,3.8032,4.3507,0.5715
2 Jul 2010,0.0169,0.0752,2.2358,50.0863,6.9163,87.7508,3.7652,4.3217,0.5658
5 Jul 2010,0.0169,0.0752,2.2207,50.0397,6.8781,87.6668,3.7661,4.2994,0.5657
6 Jul 2010,0.0169,0.0752,2.2095,50.0242,6.8834,87.6395,3.7627,4.302,0.5654
7 Jul 2010,0.0168,0.0759,2.2256,49.9232,6.8257,87.4674,3.7507,4.266,0.5642
8 Jul 2010,0.0168,0.0755,2.2636,49.7833,6.8363,87.2199,3.738,4.2721,0.5626
9 Jul 2010,0.0167,0.0747,2.2741,49.69,6.8414,87.0589,3.731,4.2778,0.5612
12 Jul 2010,0.0168,0.0755,2.2682,49.7289,6.8611,87.1223,3.7296,4.2903,0.5616
13 Jul 2010,0.0168,0.0748,2.2797,49.7988,6.8348,87.2471,3.7327,4.2677,0.5625
14 Jul 2010,0.0167,0.0759,2.2925,49.6668,6.8512,87.0181,3.7249,4.2821,0.561
15 Jul 2010,0.0168,0.075,2.3132,49.7833,6.8568,87.2199,3.7424,4.287,0.5623
16 Jul 2010,0.0168,0.075,2.3122,49.8299,6.8654,87.304,3.7459,4.2904,0.5629
19 Jul 2010,0.0169,0.0754,2.2789,50.1407,6.8587,87.8437,3.7693,4.2883,0.5664
20 Jul 2010,0.0169,0.0758,2.2909,50.0164,6.8196,87.6283,3.7679,4.2631,0.5648
21 Jul 2010,0.0168,0.0758,2.3016,49.962,6.8064,87.5306,3.7558,4.2602,0.5642
22 Jul 2010,0.0169,0.0752,2.2913,50.0708,6.8097,87.7236,3.764,4.2587,0.5654
23 Jul 2010,0.0168,0.0755,2.3167,49.7678,6.8088,87.1963,3.7434,4.2555,0.5616
26 Jul 2010,0.0167,0.0745,2.3242,49.6201,6.8125,86.9352,3.7389,4.2581,0.56
27 Jul 2010,0.0167,0.0755,2.3397,49.5424,6.8032,86.7979,3.7221,4.2514,0.559
28 Jul 2010,0.0167,0.0757,2.3285,49.6434,6.8368,86.9761,3.7319,4.2732,0.5602
29 Jul 2010,0.0168,0.0759,2.3156,49.69,6.8462,87.0566,3.7332,4.2824,0.5607
30 Jul 2010,0.0167,0.0757,2.2985,49.5346,6.8504,86.7843,3.7194,4.2828,0.5591
2 Aug 2010,0.0166,0.0738,2.3045,49.1461,6.8527,86.1036,3.7075,4.286,0.5552
3 Aug 2010,0.0166,0.0739,2.316,49.1656,6.8509,86.1353,3.6848,4.2813,0.5557
4 Aug 2010,0.0166,0.0739,2.3285,49.2394,6.8427,86.2494,3.6951,4.2768,0.5567
5 Aug 2010,0.0166,0.0752,2.3109,49.2627,6.8559,86.3055,3.6968,4.2852,0.558
6 Aug 2010,0.0165,0.0743,2.2939,48.9597,6.8333,85.7688,3.6741,4.2675,0.5552
9 Aug 2010,0.0165,0.0735,2.3017,48.8586,6.8261,85.5918,3.6665,4.265,0.5545
10 Aug 2010,0.0165,0.074,2.2841,49.0296,6.8228,85.8959,3.6793,4.2649,0.5563
11 Aug 2010,0.0166,0.074,2.276,49.1306,6.7997,86.0764,3.6847,4.2484,0.5568
12 Aug 2010,0.0167,0.0745,2.271,49.5191,6.7776,86.7512,3.7139,4.2343,0.5601
13 Aug 2010,0.0166,0.074,2.2575,49.1617,6.7908,86.125,3.6909,4.2459,0.5551
16 Aug 2010,0.0167,0.0744,2.2376,49.4647,6.7969,85.9794,3.7163,4.2504,0.5583
17 Aug 2010,0.0166,0.074,2.2412,49.1928,6.7853,86.1794,3.6946,4.2424,0.5553
18 Aug 2010,0.0163,0.074,2.2481,49.1462,6.7749,86.0381,3.6902,4.2332,0.5552
19 Aug 2010,0.0161,0.0732,2.2288,48.6488,6.7665,85.2312,3.6529,4.2022,0.5497
20 Aug 2010,0.0161,0.0733,2.2176,48.7265,6.7322,85.3708,3.6587,4.2089,0.5507
23 Aug 2010,0.016,0.0732,2.2109,48.6178,6.7099,85.1791,3.6505,4.1956,0.5492
24 Aug 2010,0.0161,0.0744,2.2077,48.7266,6.7084,85.3708,3.664,4.1943,0.5503
25 Aug 2010,0.0161,0.0745,2.2101,48.8354,6.704,85.5649,3.669,4.193,0.5509
26 Aug 2010,0.0161,0.0744,2.2074,48.7965,6.713,85.4934,3.6661,4.1975,0.5505
27 Aug 2010,0.0161,0.0746,2.2165,48.8586,6.7101,85.6069,3.6815,4.195,0.5512
30 Aug 2010,0.0161,0.0744,2.2301,48.7577,6.7033,85.4323,3.6632,4.1892,0.5501
1 Sep 2010,0.0161,0.0739,2.2039,48.7265,6.6848,85.3743,3.6673,4.1786,0.5495
2 Sep 2010,0.0161,0.0732,2.2306,48.6955,6.6962,85.3117,3.6649,4.1838,0.5492
3 Sep 2010,0.016,0.0737,2.2286,48.5323,6.6906,85.0236,3.6505,4.1815,0.5474
6 Sep 2010,0.016,0.0735,2.2504,48.3769,6.6882,84.7582,3.6388,4.1821,0.5458
7 Sep 2010,0.016,0.0737,2.2567,48.4934,6.6956,84.9578,3.6348,4.186,0.5473
8 Sep 2010,0.016,0.0734,2.2329,48.4157,6.6542,84.8321,3.6206,4.162,0.5461
9 Sep 2010,0.016,0.0732,2.2456,48.3536,6.6856,84.7128,3.6307,4.1804,0.5454
13 Sep 2010,0.0159,0.073,2.2644,48.1904,6.6998,84.4246,3.6206,4.189,0.5435
14 Sep 2010,0.0159,0.0731,2.2632,48.2448,6.698,84.5245,3.6246,4.1836,0.5441
15 Sep 2010,0.016,0.0731,2.2809,48.4701,6.7213,84.917,3.6331,4.2026,0.5466
17 Sep 2010,0.0159,0.0733,2.2635,48.2914,6.7523,84.6039,3.621,4.2206,0.5447
20 Sep 2010,0.0159,0.0727,2.2595,48.2448,6.7897,84.5199,3.6268,4.2437,0.5443
21 Sep 2010,0.0159,0.0732,2.2582,48.1919,6.8055,84.4296,3.6122,4.2605,0.541
22 Sep 2010,0.0159,0.0731,2.2786,48.0505,6.7919,84.1819,3.5954,4.2405,0.5421
23 Sep 2010,0.0159,0.073,2.2636,48.0427,6.7714,84.1683,3.599,4.2317,0.5421
24 Sep 2010,0.0159,0.0732,2.2594,48.1438,6.7961,84.3429,3.6023,4.2458,0.5433
27 Sep 2010,0.0159,0.0725,2.2688,48.0194,6.8386,84.1297,3.588,4.2723,0.5423
28 Sep 2010,0.0159,0.0724,2.2706,48.0272,6.8442,84.141,3.5874,4.2777,0.5424
29 Sep 2010,0.0158,0.0723,2.2797,47.9223,6.8657,83.9607,3.5754,4.2933,0.5411
30 Sep 2010,0.0159,0.0729,2.2718,47.9806,6.9273,84.0594,3.5776,4.3378,0.5418
1 Oct 2010,0.0158,0.0729,2.2747,47.9573,6.9007,84.0242,3.5738,4.3133,0.5421
4 Oct 2010,0.0158,0.0729,2.2916,47.9495,6.9642,84.0072,3.5753,4.357,0.5421
5 Oct 2010,0.0159,0.073,2.2969,48.307,6.9471,84.6311,3.602,4.3385,0.5457
6 Oct 2010,0.0159,0.0729,2.3126,48.0117,6.9733,84.1138,3.5841,4.3596,0.5424
7 Oct 2010,0.0159,0.0732,2.3358,48.1282,6.9768,84.318,3.5991,4.361,0.5437
8 Oct 2010,0.0159,0.0732,2.3339,48.1593,6.9915,84.3725,3.6098,4.3656,0.5442
11 Oct 2010,0.0159,0.0732,2.3403,48.1826,7.0035,84.4144,3.6031,4.377,0.5445
12 Oct 2010,0.016,0.0733,2.3291,48.2759,6.9731,84.5766,3.6017,4.3572,0.5456
13 Oct 2010,0.0159,0.073,2.3451,48.136,6.9579,84.3316,3.5976,4.3476,0.5431
14 Oct 2010,0.0158,0.0731,2.3493,47.9185,6.9581,83.9505,3.5834,4.3493,0.5408
15 Oct 2010,0.0158,0.0729,2.3377,47.9651,7.0012,84.0321,3.591,4.382,0.5415
18 Oct 2010,0.0159,0.0726,2.3267,48.0816,6.9953,84.2363,3.6019,4.3765,0.5428
19 Oct 2010,0.0159,0.0728,2.3424,48.2914,6.9879,84.6039,3.6092,4.3672,0.5438
20 Oct 2010,0.016,0.0732,2.331,48.5711,7.0513,85.0974,3.6343,4.4104,0.5449
21 Oct 2010,0.016,0.0736,2.3384,48.408,7.0253,84.8104,3.62,4.3894,0.5408
22 Oct 2010,0.016,0.0735,2.3265,48.3342,6.9901,84.6787,3.6145,4.3674,0.54
25 Oct 2010,0.0159,0.0731,2.3304,48.1205,6.9678,84.3101,3.6027,4.3541,0.5377
26 Oct 2010,0.0159,0.0732,2.3307,48.1205,6.9639,84.309,3.6048,4.3486,0.5368
27 Oct 2010,0.0159,0.0734,2.3241,48.3147,6.974,84.6493,3.6299,4.3619,0.5385
28 Oct 2010,0.0159,0.0734,2.3263,48.2914,6.9871,84.6108,3.6155,4.3678,0.5381
29 Oct 2010,0.016,0.0735,2.3446,48.3225,6.9821,84.6583,3.6199,4.362,0.5385
1 Nov 2010,0.0159,0.0731,2.3724,48.1049,6.9679,84.2852,3.6028,4.3546,0.536
2 Nov 2010,0.0159,0.0731,2.3661,48.0972,6.9676,84.2681,3.6009,4.3557,0.5359
3 Nov 2010,0.0158,0.0729,2.3802,47.9573,6.9732,84.0208,3.6009,4.3584,0.5341
4 Nov 2010,0.0158,0.0728,2.4204,47.9146,6.9607,83.9482,3.5956,4.349,0.5336
8 Nov 2010,0.0159,0.0741,2.4403,48.0272,6.9724,84.1456,3.621,4.3573,0.541
9 Nov 2010,0.0159,0.0757,2.4309,48.0311,6.9651,84.157,3.6192,4.3552,0.5399
10 Nov 2010,0.0159,0.0759,2.4074,48.136,6.9787,84.3408,3.6271,4.3623,0.539
11 Nov 2010,0.0158,0.0757,2.4315,48.0125,6.9773,84.1243,3.6135,4.3609,0.537
12 Nov 2010,0.016,0.0734,2.4148,48.3691,6.9795,84.7423,3.6425,4.3625,0.5412
15 Nov 2010,0.0161,0.0739,2.4089,48.6489,6.9497,85.237,3.6529,4.3379,0.5443
16 Nov 2010,0.0161,0.077,2.4249,48.7499,6.9526,85.4094,3.669,4.3451,0.5455
18 Nov 2010,0.0161,0.0769,2.4249,48.6877,6.8918,85.3005,3.6686,4.3091,0.5448
19 Nov 2010,0.016,0.0767,2.4233,48.5478,6.8894,85.0531,3.6602,4.3062,0.5432
22 Nov 2010,0.0159,0.0761,2.4081,48.2681,6.8652,84.563,3.637,4.2932,0.5401
23 Nov 2010,0.016,0.0762,2.4005,48.4157,6.836,84.8217,3.6396,4.2686,0.5418
24 Nov 2010,0.0161,0.0758,2.3893,48.6955,6.8634,85.3117,3.6641,4.2874,0.5443
25 Nov 2010,0.0161,0.0765,2.3731,48.6644,6.8448,85.2573,3.6583,4.2783,0.5426
26 Nov 2010,0.0161,0.0759,2.3853,48.7732,6.8827,85.4455,3.6675,4.3031,0.5434
29 Nov 2010,0.0162,0.0772,2.3593,48.983,6.8866,85.8142,3.6715,4.3051,0.5458
30 Nov 2010,0.0162,0.0774,2.3484,49.0685,6.8634,85.9652,3.6779,4.2891,0.5456
1 Dec 2010,0.0162,0.0776,2.3467,49.0917,6.9132,86.006,3.6818,4.3209,0.5456
2 Dec 2010,0.0162,0.0774,2.3673,48.9674,6.9589,85.7882,3.6768,4.3488,0.5445
3 Dec 2010,0.0161,0.0774,2.3768,48.9286,6.9711,85.7213,3.6653,4.3598,0.5441
6 Dec 2010,0.0161,0.077,2.3976,48.8742,6.9967,85.6248,3.6634,4.3701,0.5439
8 Dec 2010,0.0161,0.0772,2.3721,48.9286,7.0006,85.7248,3.6739,4.3744,0.5445
9 Dec 2010,0.0161,0.077,2.3502,48.7498,6.9587,85.4117,3.6583,4.3488,0.542
10 Dec 2010,0.0161,0.077,2.3508,48.7421,6.9231,85.3934,3.662,4.3228,0.5417
13 Dec 2010,0.0161,0.0769,2.3469,48.6962,6.9342,85.3131,3.65,4.3325,0.5406
14 Dec 2010,0.0161,0.0768,2.346,48.6334,6.949,85.2028,3.6453,4.3437,0.5397
15 Dec 2010,0.0161,0.0771,2.3506,48.7188,6.9289,85.3526,3.6539,4.3297,0.5411
16 Dec 2010,0.0161,0.0771,2.3206,48.7965,6.8897,85.4899,3.6597,4.3028,0.5418
17 Dec 2010,0.0161,0.0769,2.3271,48.7188,6.9251,85.3526,3.6539,4.3214,0.5408
20 Dec 2010,0.0162,0.0775,2.3259,48.9635,6.9073,85.7814,3.6722,4.3134,0.5435
21 Dec 2010,0.0161,0.0769,2.3371,48.7188,6.9171,85.3526,3.6539,4.3238,0.5401
22 Dec 2010,0.0161,0.0768,2.3245,48.6644,6.9243,85.2584,3.6498,4.3238,0.5394
23 Dec 2010,0.016,0.0766,2.3212,48.4701,6.9303,84.9181,3.6344,4.334,0.5371
24 Dec 2010,0.0159,0.0762,2.3186,48.1516,6.8566,84.3588,3.6134,4.2846,0.5336
27 Dec 2010,0.0159,0.0761,2.3147,48.0778,6.8613,84.2295,3.6079,4.284,0.5329
28 Dec 2010,0.0159,0.0761,2.3271,48.0583,6.8433,84.1943,3.6022,4.2781,0.5325
29 Dec 2010,0.0159,0.0762,2.3461,48.0739,6.8539,84.2227,3.6097,4.2819,0.5327
30 Dec 2010,0.0158,0.0759,2.366,47.9185,6.8682,83.9516,3.5896,4.293,0.5312
3 Jan 2011,0.0157,0.0756,2.3749,47.6154,6.8477,83.4196,3.5753,4.2825,0.5279
4 Jan 2011,0.0157,0.0754,2.3644,47.5766,6.8505,83.3526,3.5703,4.2814,0.5278
5 Jan 2011,0.0157,0.0754,2.3446,47.6776,6.7872,83.5307,3.5791,4.2448,0.5297
6 Jan 2011,0.0158,0.0755,2.3252,47.7397,6.7717,83.6396,3.5804,4.2357,0.53
7 Jan 2011,0.0157,0.0756,2.3259,47.6853,6.7663,83.5421,3.5743,4.2315,0.5291
10 Jan 2011,0.0157,0.0756,2.3373,47.7164,6.7647,83.5977,3.5787,4.2389,0.5294
11 Jan 2011,0.0158,0.0758,2.3354,47.8097,6.7824,83.7599,3.5871,4.2413,0.5302
12 Jan 2011,0.0157,0.0754,2.3257,47.5921,6.792,83.3798,3.5735,4.2472,0.5278
13 Jan 2011,0.0157,0.0752,2.3275,47.4833,6.7764,83.1893,3.5654,4.2357,0.5269
14 Jan 2011,0.0157,0.0753,2.3564,47.5144,6.7651,83.2426,3.5677,4.2268,0.5273
17 Jan 2011,0.0157,0.0753,2.3505,47.5299,6.7168,83.2698,3.573,4.1963,0.5274
18 Jan 2011,0.0157,0.0753,2.3609,47.5455,6.7257,83.2982,3.5721,4.2046,0.5252
19 Jan 2011,0.0157,0.0739,2.3655,47.4522,6.7273,83.1359,3.5568,4.205,0.5244
21 Jan 2011,0.0157,0.0754,2.3177,47.5921,6.7042,83.3798,3.5714,4.1902,0.5272
24 Jan 2011,0.0157,0.0754,2.3218,47.5261,6.7126,83.2653,3.5603,4.1982,0.5265
25 Jan 2011,0.0157,0.0751,2.3349,47.4367,6.7058,83.1087,3.5536,4.1892,0.5247
26 Jan 2011,0.0157,0.0752,2.3426,47.4522,6.7058,83.1359,3.5547,4.1745,0.5248
27 Jan 2011,0.0157,0.0752,2.358,47.4212,6.6897,83.0815,3.5524,4.1792,0.5231
28 Jan 2011,0.0157,0.0753,2.3616,47.4833,6.6845,83.1881,3.557,4.1738,0.5216
31 Jan 2011,0.0157,0.0754,2.3613,47.5455,6.6569,83.2959,3.5742,4.1639,0.5223
2 Feb 2011,0.0156,0.0749,2.3806,47.2968,6.6795,82.875,3.5555,4.174,0.5196
7 Feb 2011,0.0156,0.0748,2.341,47.2036,6.667,82.7003,3.5485,4.1687,0.512
8 Feb 2011,0.0156,0.0747,2.3428,47.1414,6.6876,82.5892,3.5459,4.1809,0.5096
9 Feb 2011,0.0156,0.0748,2.3435,47.157,6.6942,82.6186,3.5554,4.1829,0.5162
10 Feb 2011,0.0156,0.0749,2.3468,47.2658,6.6765,82.807,3.5761,4.1752,0.5172
11 Feb 2011,0.0156,0.075,2.316,47.3124,6.6554,82.8909,3.5839,4.1588,0.5176
14 Feb 2011,0.0146,0.0752,2.3133,47.4212,6.6985,83.0815,3.5942,4.1878,0.5191
16 Feb 2011,0.0146,0.0738,2.298,47.3745,6.7236,82.9998,3.5718,4.2272,0.5185
17 Feb 2011,0.0146,0.0736,2.2973,47.3046,6.7026,82.875,3.5707,4.189,0.5178
18 Feb 2011,0.0146,0.0752,2.3093,47.2191,6.7186,82.7253,3.5601,4.2023,0.5168
21 Feb 2011,0.0145,0.0751,2.3173,47.1725,6.7254,82.6459,3.5524,4.2039,0.5163
22 Feb 2011,0.0146,0.0754,2.2877,47.3823,6.7516,83.0134,3.564,4.2174,0.5175
23 Feb 2011,0.0146,0.0755,2.2838,47.3978,6.7374,83.0407,3.5673,4.2094,0.5181
24 Feb 2011,0.0146,0.0754,2.2809,47.4134,6.7413,83.0679,3.5789,4.212,0.5182
25 Feb 2011,0.0146,0.0756,2.2942,47.4289,6.7247,83.0951,3.5717,4.2035,0.5185
28 Feb 2011,0.0146,0.0755,2.2929,47.4212,6.7396,83.0815,3.5628,4.2115,0.5184
1 Mar 2011,0.0146,0.0752,2.2891,47.3046,6.7457,82.8773,3.5499,4.2163,0.5167
2 Mar 2011,0.0146,0.0751,2.253,47.2502,6.7838,82.782,3.5541,4.2284,0.516
3 Mar 2011,0.0146,0.0748,2.2587,47.1337,6.7407,82.5756,3.5441,4.2104,0.5145
4 Mar 2011,0.0145,0.0749,2.2358,47.0793,6.7405,82.4803,3.5371,4.2114,0.5135
7 Mar 2011,0.0146,0.0752,2.2392,47.1259,6.7195,82.5642,3.5447,4.2021,0.5141
8 Mar 2011,0.0145,0.0752,2.2368,47.1259,6.7318,82.5642,3.553,4.2044,0.5138
9 Mar 2011,0.0145,0.0752,2.2423,47.1337,6.7407,82.5778,3.5674,4.2151,0.5131
10 Mar 2011,0.0145,0.0754,2.2358,47.1958,6.7392,82.6856,3.5562,4.2136,0.5136
11 Mar 2011,0.0146,0.075,2.2357,47.2347,6.7194,82.7525,3.5591,4.1973,0.5139
14 Mar 2011,0.0146,0.0751,2.2454,47.2347,6.7246,82.7536,3.5558,4.2069,0.5137
15 Mar 2011,0.0146,0.0758,2.2343,47.46,6.735,83.1473,3.574,4.2075,0.5149
16 Mar 2011,0.0147,0.0758,2.2404,47.5299,6.764,83.2721,3.5772,4.2253,0.516
17 Mar 2011,0.0147,0.076,2.2137,47.6154,6.7743,83.4207,3.5845,4.234,0.5169
18 Mar 2011,0.0146,0.0755,2.223,47.3046,6.7551,82.8773,3.5665,4.2221,0.5132
21 Mar 2011,0.0146,0.075,2.2271,47.223,6.7475,82.7344,3.5562,4.2199,0.5123
22 Mar 2011,0.0145,0.075,2.2376,47.157,6.7448,82.6209,3.5471,4.2148,0.5112
23 Mar 2011,0.0145,0.0749,2.2455,47.0575,6.7295,82.4455,3.5458,4.2063,0.5094
24 Mar 2011,0.0145,0.0749,2.2598,47.0871,6.7596,82.4972,3.5522,4.2256,0.5089
25 Mar 2011,0.0145,0.0751,2.2657,47.0249,6.7764,82.3861,3.5516,4.2401,0.5085
28 Mar 2011,0.0145,0.0751,2.2721,47.0327,6.7601,82.3986,3.5485,4.224,0.5089
29 Mar 2011,0.0145,0.0751,2.274,47.0715,6.7657,82.4689,3.5468,4.2289,0.5088
30 Mar 2011,0.0145,0.0754,2.2955,47.0358,6.7674,82.4085,3.5462,4.2298,0.5088
31 Mar 2011,0.0145,0.0752,2.2958,47.0233,6.7694,82.3845,3.5515,4.2305,0.5071
1 Apr 2011,0.0145,0.0751,2.3052,47.0466,6.8116,82.4276,3.545,4.243,0.508
4 Apr 2011,0.0145,0.0755,2.3273,47.0241,6.8349,82.3892,3.5454,4.241,0.5073
5 Apr 2011,0.0145,0.0751,2.3244,47.0466,6.8139,82.4276,3.5533,4.2559,0.5086
6 Apr 2011,0.0145,0.0758,2.335,47.0163,6.8389,82.3734,3.5448,4.2747,0.5081
7 Apr 2011,0.0145,0.0759,2.3498,47.0396,6.8499,82.4142,3.5549,4.2787,0.5075
8 Apr 2011,0.0145,0.0759,2.3599,46.9744,6.8699,82.2987,3.5667,4.2939,0.5067
11 Apr 2011,0.0145,0.0757,2.3657,46.9316,6.8395,82.2239,3.5509,4.2737,0.5062
12 Apr 2011,0.0145,0.0759,2.3561,47.0948,6.8616,82.5109,3.5779,4.2667,0.5079
13 Apr 2011,0.0145,0.0759,2.3785,47.0793,6.8018,82.4836,3.5844,4.251,0.5076
14 Apr 2011,0.0145,0.0758,2.3905,46.9705,6.8246,82.293,3.5876,4.2447,0.5066
15 Apr 2011,0.0145,0.0758,2.4013,46.9394,6.7797,82.233,3.5809,4.2365,0.5069
18 Apr 2011,0.0145,0.076,2.4045,46.9782,6.8286,82.3055,3.5839,4.2688,0.5081
19 Apr 2011,0.0145,0.0756,2.3778,47.0715,6.79,82.4644,3.591,4.2408,0.5085
20 Apr 2011,0.0144,0.0755,2.3943,46.8733,6.8033,82.1173,3.5653,4.2539,0.5064
21 Apr 2011,0.0144,0.0752,2.4052,46.7685,6.7904,81.938,3.5607,4.2449,0.5055
22 Apr 2011,0.0144,0.0736,2.4087,46.7141,6.8024,81.8382,3.5595,4.2344,0.5048
25 Apr 2011,0.0143,0.0734,2.3977,46.5587,6.7284,81.5704,3.5557,4.204,0.5031
26 Apr 2011,0.0143,0.0735,2.3966,46.5431,6.713,81.5388,3.5402,4.195,0.503
27 Apr 2011,0.0144,0.0739,2.4045,46.2921,6.7038,81.1035,3.5149,4.1888,0.5006
28 Apr 2011,0.0144,0.0725,2.3917,46.0225,6.6885,80.6267,3.5089,4.1814,0.4978
29 Apr 2011,0.0145,0.0737,2.3883,46.209,6.6918,80.9534,3.5065,4.1786,0.5
3 May 2011,0.0144,0.0727,2.381,46.1546,6.6869,80.8625,3.5098,4.1804,0.4995
4 May 2011,0.0144,0.073,2.3658,46.31,6.6794,81.1304,3.5321,4.1745,0.5011
5 May 2011,0.0145,0.073,2.3654,46.4266,6.7071,81.3346,3.5251,4.192,0.502
6 May 2011,0.0146,0.0744,2.3662,46.6286,6.6931,81.6907,3.5488,4.1839,0.5048
9 May 2011,0.0145,0.074,2.3633,46.3567,6.6809,81.2143,3.5022,4.1722,0.5019
10 May 2011,0.0145,0.0741,2.3707,46.4794,6.6911,81.4271,3.5249,4.181,0.5036
11 May 2011,0.0145,0.0731,2.3709,46.3333,6.6738,81.1734,3.5126,4.1702,0.5021
12 May 2011,0.0146,0.0744,2.37,46.582,6.695,81.6102,3.5256,4.1821,0.5046
13 May 2011,0.0146,0.0748,2.3869,46.7996,6.6885,81.9902,3.5471,4.1805,0.5073
16 May 2011,0.0147,0.0753,2.3815,47.2114,6.7406,82.7139,3.5657,4.2107,0.5118
18 May 2011,0.0146,0.0741,2.395,47.1096,6.7268,82.5311,3.5435,4.203,0.5098
19 May 2011,0.0146,0.0738,2.3957,46.9783,6.7245,82.3055,3.5336,4.2023,0.5079
20 May 2011,0.0145,0.0736,2.3865,46.85,6.7121,82.0787,3.5117,4.1961,0.5063
23 May 2011,0.0147,0.0753,2.4072,47.3279,6.7356,82.9181,3.529,4.2097,0.5115
24 May 2011,0.0148,0.0742,2.4301,47.46,6.763,83.1473,3.5574,4.229,0.5131
25 May 2011,0.0147,0.0743,2.428,47.561,6.7531,83.3243,3.5733,4.221,0.514
26 May 2011,0.0148,0.0744,2.4553,47.3046,6.7215,82.8773,3.5507,4.2012,0.5114
27 May 2011,0.0146,0.0737,2.4707,46.955,6.6833,82.2647,3.5277,4.1753,0.5072
30 May 2011,0.0146,0.0733,2.4692,46.8773,6.6848,82.1263,3.5178,4.1776,0.5071
31 May 2011,0.0147,0.0731,2.4819,46.7996,6.6952,81.9913,3.5058,4.1858,0.5063
1 Jun 2011,0.0146,0.0735,2.473,46.753,6.6885,81.9108,3.4962,4.1816,0.5063
2 Jun 2011,0.0147,0.074,2.4595,47.0482,6.7398,82.4258,3.5183,4.2127,0.5096
3 Jun 2011,0.0147,0.0732,2.4598,46.8423,6.72,82.0651,3.5049,4.2001,0.5072
6 Jun 2011,0.0146,0.0728,2.4448,46.582,6.6976,81.6102,3.4834,4.1861,0.5047
7 Jun 2011,0.0146,0.0732,2.4589,46.7996,6.7244,81.9902,3.5018,4.2027,0.5069
8 Jun 2011,0.0147,0.0731,2.4591,46.8151,6.7349,82.0174,3.5049,4.207,0.5069
9 Jun 2011,0.0147,0.0734,2.4767,46.9239,6.7618,82.208,3.5131,4.2274,0.5081
10 Jun 2011,0.0147,0.0736,2.4911,46.8928,6.7536,82.1536,3.521,4.2229,0.5077
13 Jun 2011,0.0148,0.0741,2.4782,47.3591,6.7934,82.9715,3.556,4.2435,0.5127
14 Jun 2011,0.0147,0.0735,2.4777,47.0482,6.7597,82.4281,3.5306,4.2209,0.5093
15 Jun 2011,0.0147,0.0737,2.4729,47.1104,6.7781,82.537,3.5312,4.2396,0.5099
16 Jun 2011,0.0147,0.0739,2.447,47.2968,6.7882,82.8625,3.5431,4.2427,0.5121
17 Jun 2011,0.0148,0.0738,2.451,47.3512,6.79,82.959,3.5472,4.244,0.5124
20 Jun 2011,0.0147,0.0741,2.4546,47.2238,6.7657,82.7335,3.5376,4.2279,0.511
21 Jun 2011,0.0147,0.0735,2.4569,47.1958,6.7604,82.6845,3.5376,4.2259,0.5108
22 Jun 2011,0.0147,0.0739,2.4617,47.0948,6.76,82.5075,3.5341,4.2251,0.5095
23 Jun 2011,0.0147,0.074,2.4783,47.1725,6.7522,82.6459,3.542,4.2215,0.5097
24 Jun 2011,0.0148,0.0735,2.4706,47.1958,6.7579,82.6845,3.5396,4.2247,0.5095
27 Jun 2011,0.0148,0.0739,2.4564,47.5144,6.7794,83.2426,3.5561,4.2377,0.5129
28 Jun 2011,0.0148,0.0737,2.4547,47.4367,6.7833,83.1065,3.5474,4.2392,0.5117
